Name,Short name,URL name,Tags,Home page,Publication scheme,Disclosure log,Notes,Created at,Updated at,Version
Tasmania Prison Service,"",tasmania_prison_service,TAS TAS_state,http://www.justice.tas.gov.au/prisonservice,"","","The Tasmania Prison Service keeps in secure custody those sentenced by the Courts, and providing the best opportunity for prisoners to stop re-offending within a secure, safe and decent environment that reflects the values and opportunities of the wider community it serves. Prison facilities include Risdon Prison Complex, Ron Barwick Minimum Security Prison, Mary Hutchinson Women's Prison, Hobart Reception Prison, and Launceston Reception Prison.",2016-09-15 15:45:24 +1000,2016-09-16 04:56:31 +1000,1
Tasmania State Emergency Service,"",tasmania_state_emergency_service,TAS TAS_state,http://www.ses.tas.gov.au/,"","","The SES provides a volunteer response capability for severe storms and floods, road crash rescue, search and rescue/recovery and a range of other general rescue and community support roles.  In addition the SES provides whole of government advice and executive support to the State Emergency Management Committee and Regional Emergency Management Planning Groups.  It also takes the lead with much of the State's emergency management planning and emergency risk management work. The State Emergency Service is a Division of the Department of Police, Fire and Emergency Management Link to External Site.",2016-09-15 15:45:24 +1000,2017-09-07 04:56:50 +1000,1
Tasmanian Adoptions and Permanency Services,"",tasmanian_adoptions_and_permanency_services,TAS TAS_state,http://www.dhhs.tas.gov.au/children/adoption,"","","Tasmanian Adoptions and Permanency Services provide services to people who are considering placing their child for adoption, wish to adopt or care permanently for a child, are subject to past adoptions, and those who were once in state care. It is part of the Tasmanian Department of Health and Human Services.",2016-09-15 15:45:25 +1000,2017-10-05 12:59:56 +1100,1
"Tasmanian Agricultural, Silvicultural and Veterinary Chemicals Council","",tasmanian_agricultural_silvicultural_and_veterinary_chemicals_council,TAS TAS_state,http://dpipwe.tas.gov.au/agriculture/agvet-chemicals/agricultural-silvicultural-and-veterinary-chemicals-council,"","","",2016-09-15 15:45:25 +1000,2016-09-16 04:56:32 +1000,1
Tasmanian Archive and Heritage Office,TAHO,taho,TAS TAS_state,http://www.education.tas.gov.au,"","","",2016-09-15 15:45:25 +1000,2016-09-16 04:56:32 +1000,1
Tasmanian Asbestos Compensation Tribunal,"",tasmanian_asbestos_compensation_tribunal,TAS TAS_state,http://www.asbestostribunal.tas.gov.au/,"","","The Asbestos Compensation Tribunal is an independent statutory Tribunal created under the Asbestos-Related Diseases (Occupational Exposure) Compensation Act 2011, with primary responsibility to determine all disputes relating to referrals made pursuant to that legislation.",2016-09-15 15:45:25 +1000,2016-09-16 04:56:32 +1000,1
"Tasmanian Assessment, Standards and Certification",TASC,tasc,TAS TAS_state,http://www.tasc.tas.gov.au/,"","","The Office of Tasmanian Assessment, Standards and Certification (TASC) is an independent statutory office responsible to the Tasmanian Minister for Education and Training, serving both government and non-government schools. TASC works within its legislative framework to ensure the development of appropriate standards, qualifications, the accreditation of courses, and the assessment and certification of student achievement in the senior secondary years across all educational sectors.",2016-09-15 15:45:25 +1000,2016-09-16 04:56:32 +1000,1
Tasmanian Audit Office,"",tasmanian_audit_office,TAS TAS_state,http://www.audit.tas.gov.au,"","",The Audit Office assists the Auditor-General to perform his/her statutory duty as laid out in the Financial Management and Audit Act 1990.,2016-09-15 15:45:25 +1000,2016-09-16 04:56:32 +1000,1
Tasmanian Building and Construction Industry Training Board,TBCITB,tbcitb,TAS TAS_state,http://www.tbcitb.com.au/,"","",The Tasmanian Building and Construction Industry Training Board (TBCITB) was established under the Building and Construction Industry Training Fund Act 1990 to facilitate quality training for the building and construction industry.,2016-09-15 15:45:25 +1000,2016-09-16 04:56:32 +1000,1
Tasmanian Climate Change Office,"",tasmanian_climate_change_office,TAS TAS_state,http://www.dpac.tas.gov.au/divisions/climatechange,"","","The role of the Tasmanian Climate Change Office is to coordinate the Tasmanian Goverment's climate change action in partnership with business, community and other levels of government; provide advice to the Government on climate change matters; and, monitor, analyse and report on Tasmania’s greenhouse gas emissions. Its work is guided by the Climate Change (State Action) Act 2008 which was amended by the Climate Change (State Action) Amendment Bill 2014.",2016-09-15 15:45:25 +1000,2016-09-16 04:56:32 +1000,1
Tasmanian Clinical Genetics Service,"",tasmanian_clinical_genetics_service,TAS TAS_state,http://www.dhhs.tas.gov.au/service_information/services_files/RHH/treatments_and_services/genetic_counselling,"","","The Tasmanian Clinical Genetics Service (TCGS) provides a clinical service for the diagnosis, management, counselling and support of individuals and families with a wide range of genetic disorders. It is based at the Royal Hobart Hospital.",2016-09-15 15:45:25 +1000,2016-09-16 04:56:32 +1000,1
Tasmanian Commissioner for Children,"",tasmanian_commissioner_for_children,TAS TAS_state,http://www.childcomm.tas.gov.au,"","","",2016-09-15 15:45:25 +1000,2016-09-16 04:56:32 +1000,1
"Tasmanian Communities, Sport and Recreation","",tasmanian_communities_sport_and_recreation,TAS TAS_state,http://www.dpac.tas.gov.au/divisions/csr,"","","Communities, Sport and Recreation develops and supports the opportunity for all Tasmanians to participate in community life, sport and recreation. It's aims and activities include building community capacity, providing policy advice to the Tasmanian Government in relation to community participation, physical activity, sport and recreation and identified population groups. Delivering a grants to build community capacity to meet the community, sport and recreation needs of Tasmanians and use grants expertise to support achievement of government priorities. Communities, Sport and Recreation is responsible for providing policy advice to the Premier, the Parliamentary Secretary to the Premier, and the Minister for Women in relation to community participation, physical activity, sport and recreation, and identified population groups.",2016-09-15 15:45:25 +1000,2016-09-16 04:56:32 +1000,1
Tasmanian Crown Land Services,"",tasmanian_crown_land_services,TAS TAS_state,http://www.parks.tas.gov.au/index.aspx?base=33308,"","","Crown Land Services (CLS) facilitates the appropriate management, use and development of Crown land, including the licensing, leasing and sale of Crown properties.  Most land management functions undertaken by CLS are governed by the Crown Lands Act 1976 and the Crown Lands Regulations 2011.",2016-09-15 15:45:25 +1000,2016-09-16 04:56:32 +1000,1
Tasmanian Crown Law,"",tasmanian_crown_law,TAS TAS_state,http://www.crownlaw.tas.gov.au/,"","","Tasmanian Crown Law provides an administrative framework for the provision of legal services to the Tasmanian Government. It provides support to the independent statutory officers, the Solicitor-General and the Director of Public Prosecutions, and encompasses the Office of the Crown Solicitor. It is an administrative entity only and does not influence the decision-making of the independent statutory officers.",2016-09-15 15:45:25 +1000,2016-09-16 04:56:32 +1000,1
Tasmanian Dairy Industry Authority,"",tasmanian_dairy_industry_authority,TAS TAS_state,http://dpipwe.tas.gov.au/biosecurity/product-integrity/food-safety/dairy,"","","The Tasmanian Dairy Industry Authority is responsible for the food safety licensing, inspection and auditing of dairy processors and dairy farms.",2016-09-15 15:45:25 +1000,2016-09-16 04:56:32 +1000,1
Tasmanian Department of Education,"",tasmanian_department_of_education,TAS TAS_state,http://www.education.tas.gov.au,"","","The department is responsible for providing public education, vocational education and training, adult and community education and library and archive services throughout Tasmania. The department reports to the Minister for Education and Skills.",2016-09-15 15:45:25 +1000,2018-04-16 15:04:22 +1000,1
Tasmanian Department of Health and Human Services,"",tasmanian_department_of_health_and_human_services,TAS TAS_state,http://www.dhhs.tas.gov.au,"","","<p>The Department of Health and Human Services provides a comprehensive, high quality, safe and sustainable health and human system for Tasmanians.</p>

<details><p> It’s portfolio covers hospitals and medical clinics throughout Tasmania, including: Tasmanian Health Organisation North, Launceston General Hospital, St Helens District Hospital, Deloraine District Hospital, George Town District Hospital and Community Centre, North East Soldiers Memorial Hospital and Community Centre, Beaconsfield MPS, Campbell Town MPS, Flinders Island MPC, St Marys Community Health Centres, Cape Barren Island Nursing Centre, John L Grove Rehabilitation Unit, Mayne Street Day Centre, Ravenswood Community Health Centres, Westbury Community Health Centres, Northern Integrated Care Service, Kings Meadows Community Health Centres, Toosey Inc (Longford), Longford Community Health Centres, Tasmanian Health Organisation South, Royal Hobart Hospital, New Norfolk District Hospital, Swansea Community Health Centres, Midlands MPHC, Central Highlands Community Health Centres, Triabunna / Spring Bay Community Health Centres, Bridgewater / Brighton Community Health Centres, Glenorchy Community Health Centres, Clarence ICC, Sorell Community Health Centres, Clarence Plains / Rokeby Community Health Centres, Kingston Community Health Centres, Huon Community Health Centres, Cygnet Community Health Centres, Bruny Island Community Health Centres, Hobart Repatriation Centre, Tasmanian Health Organisation North West, North West Regional Hospital, Mersey Community Hospital, Smithton District Hospital, King Island District Hospital, West Coast District Hospital, Burnie Community Health Centres, Central Coast Community Health Centres - Ulverstone, Devonport Community Health Centres, James Muir Community Health Centres - Wynyard, Rosebery Community Health Centres, Strahan Community Health Centres, Zeehan Community Health Centres, King Island District Hospital and Health Centre, West Coast District Hospital, Correctional Primary Health Service, the Family Violence Counselling and Support Service. and then Disability and Community Service.</p> </details>",2016-09-15 15:45:25 +1000,2017-09-07 04:56:50 +1000,3
Tasmanian Department of Justice,"",tasmanian_department_of_justice,TAS TAS_state,http://www.justice.tas.gov.au,"","","",2016-09-15 15:45:25 +1000,2017-08-09 10:02:46 +1000,1
Tasmanian Department of Premier and Cabinet,"",tasmanian_department_of_premier_and_cabinet,TAS TAS_state,http://www.dpac.tas.gov.au,"","","The Tasmanian Department of Premier and Cabinet (DPAC) is a central agency of the Tasmanian State Government. DPAC provides a broad range of services to Cabinet, other members of Parliament, government agencies and the community. Its divisions include the Tasmanian Local Government Division and the Policy Division.",2016-09-15 15:45:25 +1000,2017-10-05 12:59:37 +1100,1
"Tasmanian Department of Primary Industries, Parks, Water and Environment","",tasmanian_department_of_primary_industries_parks_water_and_environment,TAS TAS_state,http://www.dpipwe.tas.gov.au,"","","The Tasmanian Department of Primary Industries, Parks, Water and Environment is responsible for the sustainable management and protection of Tasmania's natural and cultural assets for the benefit of Tasmanian communities and the economy, including water and marine resources. The Department is also responsible for delivering the services that support primary industry development and for the protection of the State's relative disease and pest-free status.",2016-09-15 15:45:25 +1000,2018-01-12 11:53:25 +1100,1
Tasmanian Department of State Growth,"",tasmanian_department_of_state_growth,TAS TAS_state,http://www.stategrowth.tas.gov.au,"","","Includes the divisions Infrastructure Tasmania (ITas), Mineral Resources Tasmania, the Tasmanian Office of the Coordinator-General, the Planning Reform Taskforce, Tasmanian Development Board and Tasmanian Transport",2016-09-15 15:45:25 +1000,2018-01-04 15:26:25 +1100,1
Tasmanian Department of Treasury and Finance,"",tasmanian_department_of_treasury_and_finance,TAS TAS_state,http://www.treasury.tas.gov.au,"","","To promote for the Tasmanian community: a strong growing economic base; and a sound public sector financial position, consistent with the effective provision of core government services. Sub-divisions include the Economic Policy Branch, The Liquor and Gaming Branch, the Tasmanian Liquor and Gaming Commission, the Tasmanian Commissioner for Licensing, Procurement and Contracting (which manages tenders.tas.gov.au), the Shareholder Policy and Markets Branch, the State Grants Commission, and the State Revenue Office.",2016-09-15 15:45:25 +1000,2017-08-10 08:35:10 +1000,1
Tasmanian Early Years Foundation,"",tasmanian_early_years_foundation,TAS TAS_state,http://www.earlyyears.org.au/,"","","",2016-09-15 15:45:26 +1000,2016-09-16 04:56:32 +1000,1
Tasmanian Electoral Commission,"",tasmanian_electoral_commission,TAS TAS_state,http://www.tec.tas.gov.au,"","","Conducts Tasmanian parliamentary and local government elections, as well as other statutory and non-statutory elections.",2016-09-15 15:45:26 +1000,2018-05-17 08:17:37 +1000,1
Tasmanian Environment Protection Authority,"",tasmanian_environment_protection_authority,TAS TAS_state,http://epa.tas.gov.au/,"","",The division provides protection and enhancement of the Tasmanian environment by ensuring development proposals meet environmental guidelines. It also provides environmental policy advice and measures and reports on indicators of environmental importance.,2016-09-15 15:45:26 +1000,2017-09-28 18:52:18 +1000,1
Tasmanian Government Information Strategy Unit,GISU,gisu,TAS TAS_state,https://www.informationstrategy.tas.gov.au/,"","","The Government Information Strategy Unit (GISU) is part of the Tasmanian Archive and Heritage Office (TAHO) which provides the Tasmanian Government with a management framework of legislation, guidelines and advice about the creation, capture, retention and ongoing management of state records. GISU supports the state and local government, GBE's and State owned companies by providing training, forums and appraisal advice, including being tasked with the important role of selecting and transferring the right records into Tasmania's archival collection.",2016-09-15 15:45:26 +1000,2016-09-16 04:56:33 +1000,1
